Unnamed: 0,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
103,male,group C,master's degree,standard,completed,,regularly,yes,1.0,private,5 - 10,81,83,80
393,female,group D,some high school,standard,completed,married,sometimes,yes,1.0,school_bus,5 - 10,58,72,68
98,male,group A,some college,standard,completed,married,regularly,yes,1.0,private,> 10,83,87,86
538,female,group C,high school,free/reduced,completed,married,regularly,yes,1.0,school_bus,5 - 10,65,80,85
632,female,,,free/reduced,none,single,regularly,yes,1.0,private,> 10,43,62,57
64,female,,some high school,standard,none,single,sometimes,yes,1.0,school_bus,5 - 10,42,55,47
522,female,group B,some college,free/reduced,completed,single,sometimes,no,3.0,school_bus,< 5,64,82,87
491,female,group E,bachelor's degree,free/reduced,none,married,regularly,no,1.0,school_bus,5 - 10,59,72,69
20,male,group B,,standard,none,married,regularly,yes,7.0,private,5 - 10,69,71,57
613,female,group B,some high school,standard,none,divorced,sometimes,yes,1.0,school_bus,< 5,48,59,47
992,female,group C,some high school,standard,none,married,regularly,yes,0.0,school_bus,5 - 10,72,75,79
902,female,group D,high school,standard,none,married,regularly,yes,7.0,school_bus,> 10,61,67,73
958,female,group B,some college,standard,completed,,sometimes,yes,1.0,private,5 - 10,91,100,100
120,male,group E,some college,free/reduced,none,single,regularly,yes,3.0,school_bus,5 - 10,63,53,48
727,male,group E,master's degree,standard,none,single,regularly,yes,0.0,private,5 - 10,90,81,76
0,male,group D,some college,free/reduced,completed,married,sometimes,yes,0.0,school_bus,5 - 10,45,48,53
66,male,group A,associate's degree,free/reduced,completed,married,sometimes,yes,3.0,school_bus,5 - 10,39,45,42
83,male,group D,associate's degree,free/reduced,none,married,regularly,yes,4.0,school_bus,5 - 10,61,74,75
895,male,group B,some high school,standard,completed,married,sometimes,no,2.0,private,5 - 10,57,49,51
529,male,group B,bachelor's degree,free/reduced,completed,married,sometimes,yes,1.0,,> 10,70,86,80
396,male,group A,some high school,standard,completed,married,sometimes,no,1.0,private,5 - 10,85,91,89
276,female,group D,master's degree,free/reduced,none,divorced,regularly,yes,1.0,,< 5,80,98,98
248,male,group C,some high school,free/reduced,none,single,sometimes,yes,0.0,private,< 5,26,34,29
417,female,group D,bachelor's degree,free/reduced,none,married,sometimes,yes,2.0,school_bus,< 5,66,69,72
720,female,group B,high school,standard,none,married,regularly,yes,5.0,private,> 10,41,40,43
776,male,group C,some college,standard,none,divorced,regularly,,0.0,private,> 10,48,39,43
420,female,group C,bachelor's degree,free/reduced,completed,married,never,yes,2.0,school_bus,> 10,59,71,77
518,female,group D,some college,free/reduced,,married,regularly,yes,1.0,school_bus,< 5,54,66,67
978,female,group B,some college,standard,none,divorced,sometimes,yes,,private,> 10,57,75,76
677,male,group D,associate's degree,standard,,married,regularly,yes,2.0,school_bus,5 - 10,83,79,76
800,male,group A,high school,standard,completed,single,regularly,no,1.0,school_bus,5 - 10,72,65,68
848,female,group C,,free/reduced,none,married,never,yes,1.0,private,5 - 10,37,48,39
384,female,group B,some high school,standard,none,married,regularly,yes,0.0,,5 - 10,56,56,53
396,female,group C,bachelor's degree,free/reduced,none,married,sometimes,yes,3.0,,5 - 10,42,62,61
959,female,group E,bachelor's degree,standard,none,married,sometimes,yes,0.0,private,> 10,84,100,94
222,female,group C,some high school,free/reduced,,divorced,sometimes,no,3.0,,5 - 10,55,65,62
48,female,group C,bachelor's degree,free/reduced,none,,sometimes,no,2.0,private,< 5,62,59,56
745,female,group D,,standard,none,married,regularly,no,3.0,school_bus,< 5,70,62,70
698,male,group C,associate's degree,standard,none,single,,yes,2.0,school_bus,< 5,59,55,52
490,female,group D,some high school,free/reduced,completed,married,sometimes,yes,6.0,,< 5,74,81,84
692,female,,some high school,standard,completed,married,regularly,no,3.0,school_bus,> 10,53,60,60
750,male,group D,some college,free/reduced,,married,sometimes,yes,1.0,private,> 10,62,60,57
656,male,group B,some high school,standard,none,single,regularly,yes,1.0,school_bus,< 5,59,48,47
730,male,group E,high school,free/reduced,none,married,never,yes,1.0,school_bus,5 - 10,68,62,56
706,male,group C,high school,free/reduced,completed,divorced,sometimes,yes,1.0,private,5 - 10,55,48,51
107,male,group D,associate's degree,free/reduced,none,single,sometimes,yes,2.0,school_bus,5 - 10,55,56,50
331,female,group B,high school,free/reduced,none,single,sometimes,yes,2.0,private,5 - 10,38,51,50
679,female,group C,some college,free/reduced,completed,married,regularly,no,2.0,school_bus,5 - 10,59,61,63
885,female,group E,some college,standard,completed,divorced,sometimes,yes,3.0,school_bus,< 5,65,72,70
251,male,group D,some college,free/reduced,completed,divorced,never,no,,school_bus,< 5,63,59,59
443,female,group D,high school,standard,,married,sometimes,yes,2.0,,5 - 10,53,62,58
868,female,group C,some college,standard,none,married,never,yes,5.0,private,5 - 10,55,66,62
525,female,group C,some college,standard,none,married,never,no,1.0,school_bus,< 5,63,81,82
523,female,group A,high school,standard,none,divorced,sometimes,yes,4.0,private,5 - 10,38,39,44
25,female,group C,some college,free/reduced,completed,married,regularly,,0.0,school_bus,< 5,43,50,58
28,female,group E,some college,free/reduced,none,single,sometimes,no,1.0,school_bus,< 5,45,46,46
280,male,group A,associate's degree,free/reduced,none,divorced,sometimes,yes,4.0,school_bus,5 - 10,45,43,35
75,female,group E,some high school,free/reduced,none,married,never,no,1.0,private,> 10,56,66,67
785,male,group C,bachelor's degree,free/reduced,completed,single,sometimes,yes,1.0,,5 - 10,43,51,48
403,male,,some college,free/reduced,,divorced,regularly,yes,7.0,private,< 5,47,45,48
753,male,group B,associate's degree,free/reduced,none,married,never,no,2.0,school_bus,> 10,67,61,54
521,male,,some high school,standard,completed,,sometimes,no,2.0,private,,53,42,45
175,female,group C,associate's degree,standard,none,married,sometimes,no,1.0,private,5 - 10,87,100,100
699,female,group D,associate's degree,standard,completed,divorced,regularly,no,3.0,school_bus,< 5,89,99,100
65,female,,bachelor's degree,standard,none,married,sometimes,yes,2.0,,5 - 10,87,78,80
228,female,group C,some high school,standard,,married,regularly,yes,3.0,school_bus,5 - 10,79,77,80
850,female,group C,some college,standard,none,single,sometimes,no,3.0,private,5 - 10,61,79,79
128,female,group C,some college,standard,none,married,sometimes,yes,2.0,school_bus,> 10,65,75,66
270,male,group C,bachelor's degree,standard,completed,single,sometimes,,1.0,private,5 - 10,78,82,82
198,male,group C,bachelor's degree,free/reduced,none,married,regularly,yes,1.0,private,< 5,52,60,49
484,male,group D,master's degree,free/reduced,none,single,sometimes,yes,0.0,private,5 - 10,43,41,44
692,female,group B,some high school,standard,completed,divorced,regularly,no,1.0,school_bus,< 5,70,74,76
57,male,group D,master's degree,free/reduced,completed,married,regularly,yes,2.0,school_bus,5 - 10,87,94,89
779,male,group C,high school,free/reduced,none,divorced,sometimes,no,2.0,school_bus,5 - 10,58,51,50
448,male,group C,master's degree,standard,none,single,regularly,yes,2.0,,5 - 10,87,85,85
151,female,group A,,standard,none,single,never,no,1.0,,> 10,44,52,51
845,female,group D,some college,free/reduced,none,married,never,yes,1.0,,< 5,59,67,65
426,male,group D,some high school,standard,completed,divorced,sometimes,,1.0,school_bus,5 - 10,82,71,74
434,female,group B,bachelor's degree,free/reduced,none,divorced,sometimes,yes,2.0,private,> 10,62,76,71
88,female,group C,some high school,standard,none,married,sometimes,yes,2.0,,5 - 10,61,59,63
211,female,group A,some college,standard,none,married,regularly,yes,4.0,private,> 10,79,77,83
490,female,group B,high school,standard,completed,married,sometimes,no,1.0,private,5 - 10,59,72,66
319,female,group A,some college,standard,none,married,sometimes,yes,0.0,private,> 10,87,92,98
75,female,group B,master's degree,standard,none,married,sometimes,no,1.0,school_bus,5 - 10,77,83,81
616,female,group B,some high school,standard,,widowed,never,yes,3.0,private,< 5,52,63,51
148,male,group A,high school,free/reduced,completed,married,sometimes,yes,0.0,,5 - 10,64,58,53
383,female,,high school,standard,completed,married,regularly,yes,3.0,school_bus,5 - 10,75,95,94
735,female,group D,associate's degree,standard,none,single,never,yes,3.0,private,5 - 10,69,85,78
350,male,group B,associate's degree,standard,none,married,regularly,no,1.0,school_bus,5 - 10,73,57,55
728,female,group D,associate's degree,standard,completed,single,regularly,yes,2.0,school_bus,5 - 10,79,90,93
175,female,group C,some college,standard,completed,single,sometimes,yes,0.0,school_bus,5 - 10,85,84,89
218,male,group D,associate's degree,free/reduced,none,married,regularly,yes,1.0,,< 5,67,74,68
233,male,group D,some college,standard,none,married,sometimes,no,2.0,,5 - 10,66,56,48
630,male,,some college,standard,completed,single,sometimes,yes,3.0,school_bus,,79,68,72
635,male,group C,some high school,standard,completed,married,regularly,yes,2.0,private,< 5,53,47,43
603,male,group D,some college,standard,none,married,sometimes,no,2.0,private,5 - 10,70,65,66
383,male,group B,some college,standard,none,,sometimes,yes,2.0,school_bus,5 - 10,73,66,68
569,female,group C,high school,standard,none,married,sometimes,no,2.0,private,5 - 10,40,49,48
587,female,group E,some college,standard,none,married,never,no,3.0,private,5 - 10,82,87,82
465,male,group C,associate's degree,free/reduced,none,divorced,sometimes,yes,1.0,school_bus,5 - 10,65,71,66
343,female,group B,bachelor's degree,free/reduced,none,married,sometimes,yes,3.0,private,5 - 10,71,82,85
582,male,group B,high school,standard,completed,single,regularly,yes,0.0,school_bus,> 10,84,84,81
69,female,group C,some high school,free/reduced,none,married,regularly,yes,2.0,,5 - 10,37,46,44
36,female,group B,some college,standard,none,married,sometimes,yes,5.0,,5 - 10,74,72,72
790,female,group B,,standard,none,married,regularly,no,1.0,private,5 - 10,53,68,65
986,female,group D,high school,free/reduced,none,divorced,regularly,yes,1.0,school_bus,5 - 10,75,82,82
922,male,group E,associate's degree,standard,none,married,never,no,4.0,school_bus,< 5,56,55,45
992,male,,high school,free/reduced,none,married,never,no,1.0,school_bus,< 5,38,47,43
150,male,group C,associate's degree,free/reduced,none,married,sometimes,yes,4.0,school_bus,5 - 10,50,57,48
994,female,group C,some college,standard,none,single,sometimes,yes,3.0,school_bus,5 - 10,49,53,47
179,female,group B,associate's degree,standard,none,,sometimes,yes,2.0,private,< 5,56,52,57
558,male,group C,some college,free/reduced,none,single,sometimes,yes,3.0,school_bus,5 - 10,53,62,57
902,female,group C,associate's degree,standard,none,single,sometimes,yes,4.0,private,< 5,57,65,64
305,female,group C,associate's degree,free/reduced,none,divorced,regularly,no,3.0,private,> 10,57,77,78
246,male,group C,master's degree,free/reduced,none,married,regularly,no,3.0,school_bus,< 5,61,53,57
282,female,group A,bachelor's degree,free/reduced,completed,single,regularly,yes,4.0,private,,73,77,83
208,female,group C,some college,standard,none,single,sometimes,yes,,school_bus,5 - 10,46,60,63
527,female,group C,some college,standard,none,divorced,sometimes,yes,1.0,private,5 - 10,81,96,93
744,male,group A,some college,standard,none,married,sometimes,yes,4.0,,< 5,72,76,68
196,female,group B,master's degree,standard,completed,single,sometimes,no,3.0,school_bus,< 5,43,63,66
642,male,group C,some college,free/reduced,none,married,never,yes,4.0,private,5 - 10,58,66,61
269,male,group C,bachelor's degree,standard,none,married,regularly,yes,3.0,private,5 - 10,98,86,88
517,female,group D,some high school,standard,none,married,sometimes,yes,3.0,school_bus,> 10,77,76,78
815,female,group C,some high school,free/reduced,none,single,never,yes,2.0,school_bus,< 5,49,63,55
992,male,group D,high school,standard,none,divorced,sometimes,no,5.0,school_bus,< 5,59,61,55
952,male,group A,high school,standard,none,married,regularly,no,4.0,school_bus,5 - 10,62,48,48
769,female,group C,master's degree,standard,none,married,sometimes,yes,4.0,private,< 5,75,89,92
728,female,group B,high school,standard,completed,,sometimes,no,4.0,school_bus,< 5,44,59,58
416,female,group E,some college,free/reduced,completed,,sometimes,no,4.0,,> 10,56,72,69
329,female,group B,some college,standard,none,married,regularly,,0.0,private,> 10,67,80,85
483,female,,some high school,free/reduced,completed,divorced,regularly,yes,1.0,,> 10,48,63,58
144,male,group D,associate's degree,standard,none,married,sometimes,no,1.0,school_bus,< 5,97,86,85
53,male,group C,some college,free/reduced,completed,single,regularly,yes,,school_bus,5 - 10,52,52,51
352,female,group D,associate's degree,free/reduced,none,divorced,sometimes,no,1.0,school_bus,5 - 10,71,83,88
829,female,,some college,standard,completed,single,regularly,yes,4.0,school_bus,< 5,68,86,88
268,female,group D,associate's degree,standard,completed,married,regularly,yes,5.0,school_bus,> 10,93,94,99
681,female,group C,some high school,standard,completed,married,sometimes,no,2.0,school_bus,5 - 10,48,55,55
652,female,group D,some college,standard,completed,married,sometimes,yes,2.0,school_bus,< 5,82,84,96
396,male,group C,some high school,standard,completed,married,sometimes,yes,0.0,school_bus,< 5,89,92,89
853,female,group C,high school,free/reduced,none,widowed,sometimes,yes,3.0,private,5 - 10,48,57,60
115,male,group A,high school,free/reduced,completed,married,never,no,4.0,school_bus,< 5,68,67,57
914,female,group B,some high school,standard,completed,married,never,yes,0.0,school_bus,5 - 10,73,84,81
792,male,group D,some college,standard,completed,divorced,sometimes,yes,1.0,school_bus,< 5,65,56,61
745,male,group A,bachelor's degree,free/reduced,none,married,never,no,3.0,private,5 - 10,72,81,79
549,male,group C,some high school,standard,none,married,sometimes,yes,3.0,private,5 - 10,59,57,53
294,male,group B,associate's degree,standard,none,married,regularly,yes,1.0,private,< 5,63,59,62
331,female,group C,associate's degree,standard,none,married,regularly,no,2.0,private,< 5,78,95,83
573,female,group C,associate's degree,standard,none,married,regularly,no,3.0,school_bus,< 5,69,77,74
839,male,group B,high school,standard,none,divorced,regularly,yes,0.0,school_bus,5 - 10,64,54,62
21,female,group A,some college,standard,none,single,never,no,,school_bus,5 - 10,60,74,72
150,female,group D,some high school,standard,none,single,regularly,no,4.0,,< 5,67,72,80
123,male,group C,associate's degree,standard,completed,married,regularly,yes,3.0,private,< 5,49,51,58
431,female,group D,associate's degree,free/reduced,completed,married,,yes,0.0,,5 - 10,40,53,56
223,female,group B,associate's degree,standard,none,married,regularly,yes,4.0,school_bus,5 - 10,41,47,48
698,female,,high school,standard,none,single,sometimes,no,2.0,school_bus,< 5,60,65,68
